ORG_UNIT_NO,FULL_NAME,Postal Address,Physical Address,Email,Phone,Fax,Contact,Portfolio,Enrolment,Description
332,Disability Unit Pasadena High School,,"241-277 Daws Road, Pasadena SA 5042",dl.0975.Admin@schools.sa.edu.au,(08) 8152 6800,(08) 8277 2071,Ms Wendy House,13,,Special Schools / Centres
7809,Disability Unit Riverdale PS,,"Riverdale PS, 15 de Mille Street, Salisbury Downs SA 5108",dl.1427.Admin@schools.sa.edu.au,(08) 8281 7166,(08) 8281 7178,Ms Kathryn Gilmour,3,,Special Schools / Centres
5483,Disability Unit Roma Mitchell Secondary College,"PO Box 1, Enfield Plaza SA 5085","Sports Park, Briens Road, Gepps Cross SA 5094",dl.1902.Admin@schools.sa.edu.au,(08) 8260 1455,(08) 8349 7828,Ms Sandra Richardson,5,,Special Schools / Centres
7810,Disability Unit Salisbury HS,,"Salisbury HS, 14 Farley Grove, Salisbury North SA 5108",dl.0892.Admin@schools.sa.edu.au,(08) 8182 0200,(08) 8182 0201,Mrs Ann Prime,5,,Special Schools / Centres
7772,Disability Unit Salisbury Park Primary School,"PO Box 910, Salisbury SA 5108","66 Goddard Drive, Salisbury Park SA 5109",dl.1140.Admin@schools.sa.edu.au,(08) 8281 6422,(08) 8281 5864,Mr Graham Elliott,4,,Special Schools / Centres
5473,Disability Unit Seaford Rise Primary School,,"Grand Boulevard, Seaford Rise SA 5169",dl.1855@admin@schools.sa.edu.au,(08) 8327 0232,(08) 8327 0004,Ms Yannoula Michael,17,,Special Schools / Centres
7748,Disability Unit St Morris,,"Trinity Gardens PS, 160 Portrush Road, Trinity Gardens SA 5068",dl.0474.Admin@schools.sa.edu.au,(08) 8431 4170,(08) 8332 3041,Ms Marg Erwin,7,,Special Schools / Centres
1648,Disability Unit Tanunda PS,,"Research Road, Tanunda SA 5352",dl.0427.Admin@schools.sa.edu.au,(08) 8563 2318,(08) 8563 2187,Ms Lisa Barnes,11,,Special Schools / Centres
7785,Disability Unit Victor Harbor High School,,"Victor Harbor High School, George Main Road, Victor Harbor SA 5211",dl.0799.Admin@schools.sa.edu.au,(08) 8551 1900,(08) 8551 1965,Ms Amanda O'Shea,13,,Special Schools / Centres
7786,Disability Unit Victor Harbor PS,,"Victor Harbor Primary School, The Parkway, Victor Harbor SA 5211",dl.0453.Admin@schools.sa.edu.au,(08) 8552 1166,(08) 8552 5068,Mr Brenton Robins,13,,Special Schools / Centres
7966,Disability Unit Wirreanda Secondary School,,"105 Richards Drive, Morphett Vale SA 5162",dl.0638.Admin@schools.sa.edu.au,(08) 8382 9555,(08) 8326 3546,Ms Caroline Fishpool,17,,Special Schools / Centres
1415,Errington Special Education Centre,,"21B Errington Street, Plympton SA 5038",dl.1415.Admin@schools.sa.edu.au,(08) 8293 3779,(08) 8297 0907,Ms Niki Takos,10,103,Special Schools / Centres
1645,Gordon Education Centre,"PO Box 2488, Mount Gambier SA 5290","18 Brownes Road, Mount Gambier SA 5290",dl.1645.Admin@schools.sa.edu.au,(08) 8723 1043,(08) 8723 1662,Mr Robert Barton,14,75,Special Schools / Centres
1372,Kilparrin Teaching & Assessment School & Services,,"1C Duncan Avenue, Park Holme SA 5043",dl.1372.Admin@schools.sa.edu.au,(08) 8277 5999,(08) 8277 5800,Ms Cathryn Roche-Wells,16,24,Special Schools / Centres
1317,Klemzig Centre for Hearing Impaired,,"Klemzig PS, 2 Hay Street, Klemzig SA 5087",dl.0898.Admin@schools.sa.edu.au,(08) 8261 1944,(08) 8266 2132,Ms Michele Smith,5,,Special Schools / Centres
214,Mid North Education Centre,,"David Street, Port Pirie SA 5540",dl.0214.Admin@schools.sa.edu.au,(08) 8632 1091,(08) 8632 3963,Mrs Anna McNeil,19,33,Special Schools / Centres
1405,Modbury Special School,"PO Box 52, Hope Valley SA 5090","Dampier Avenue, Hope Valley SA 5090",dl.1405.Admin@schools.sa.edu.au,(08) 8263 4449,(08) 8395 0332,Mr Cameron Wright,4,162,Special Schools / Centres
116,Murray Bridge Special School,"PO Box 39, Murray Bridge SA 5253","1 North Terrace, Murray Bridge SA 5253",dl.0116.Admin@schools.sa.edu.au,(08) 8532 5345,(08) 8532 5456,Ms Vicki Smith,15,19,Special Schools / Centres
1399,Port Augusta Special School,"PO Box 392, Port Augusta SA 5700","McSporran Crescent, Port Augusta West SA 5700",dl.1399.Admin@schools.sa.edu.au,(08) 8641 0882,(08) 8642 5209,Ms Sarah French,20,47,Special Schools / Centres
1801,Port Lincoln Special School,"PO Box 1795, Port Lincoln SA 5606","Barley Road, Port Lincoln SA 5606",dl.1801.Admin@schools.sa.edu.au,(08) 8682 5319,(08) 8682 5016,Ms Clare Harris,18,24,Special Schools / Centres
1388,Prospect Centre,,"114 Main North Road, Prospect SA 5082",tom.clarke@sa.gov.au,(08) 8344 6508,(08) 8344 1738,Mr Tom Clarke,92,,Special Schools / Centres
962,Riverland Special School,,"50a Burgess Drive, Berri SA 5343",dl.0962.Admin@schools.sa.edu.au,(08) 8582 1258,(08) 8582 3215,Ms Carolyn Trifonoff,1,66,Special Schools / Centres
1014,SA School for Vision Impaired,,"1B Duncan Avenue, Park Holme SA 5043",dl.1014.Admin@schools.sa.edu.au,(08) 8277 5255,(08) 8277 5051,Ms Sheila Klinger,16,21,Special Schools / Centres
7784,Seaford Secondary College Disability Unit,,"Seaford 6-12 School, Lynton Terrace, Seaford SA 5169",dl.0641.Admin@schools.sa.edu.au,(08) 8327 2222,(08) 8327 2244,Mr Harry Stassinopoulos,17,,Special Schools / Centres
844,The Grove Education Centre,,"39 Leslie Street West, Woodville SA 5011",dl.0844.Admin@schools.sa.edu.au,(08) 8345 4530,(08) 8445 9560,Ms Nicola Haskell,9,70,Special Schools / Centres
559,Whyalla Special Education Centre,"103 Nicolson Avenue, Whyalla Norrie SA 5608","Russell Street, Whyalla Norrie SA 5608",dl.0559.Admin@schools.sa.edu.au,(08) 8645 7261,(08) 8645 1255,Ms Michelle Grocke,20,45,Special Schools / Centres
1485,Windsor Gardens Centre for Hearing Impaired,,"Windsor Gardens B-12 College, McKay Avenue, Windsor Gardens SA 5087",dl.0906.Admin@schools.sa.edu.au,(08) 8261 2733,(08) 8261 0827,Ms Robyn McLean,5,,Special Schools / Centres
,,,,,,,,,,
1649,Adelaide Festival Centre - Education Service,"GPO Box 1269, Adelaide SA 5001","King William Road, Adelaide SA 5000",renee.fort@adelaidefestivalcentre.com.au,(08) 8216 8861,(08) 8212 7849,Ms Renee Fort,,,Support Centres and Units
7606,Anangu Education Services - Ernabella Office,"PMB 181, Ernabella, via Alice Springs NT 0872",Ernabella SA 0872,,(08) 8956 2929,(08) 8956 7546,Mr Rueben Burton,,,Support Centres and Units
5979,Anangu Pitjanytjara Yankunytjatjara Trade Training,"PMB 100, Umuwa, Alice Springs NT 0870",Pipalyatjara SA 0872,,(08) 8954 6314,,Mr Mark Connelly,,,Support Centres and Units
1426,Arbury Park Outdoor School,,"Arbury Park Road, Bridgewater SA 5155",DL.1426.info@schools.sa.edu.au,(08) 8339 3237,(08) 8339 3313,Mr David Doherty,,,Support Centres and Units
1863,Beafield Education Centre,,"90 Beafield Road, Para Hills West SA 5096",dl.1863.admin@schools.sa.edu.au,(08) 8281 8277,(08) 8281 8243,Ms Susan Furga,,,Support Centres and Units
,Brahma Lodge Campus,,"20 Mortess Street, Brahma Lodge SA 5109",,(08) 8281 7003,(08) 8281 7309,,,,Support Centres and Units
,McKay Ave Campus,,"McKay Avenue, Windsor Gardens SA 5087",,(08) 8261 2212,(08) 8261 2125,,,,Support Centres and Units
,Silkes Road Campus,,"100 George Street, Paradise SA 5075",,(08) 8365 4677,(08) 8365 4842,,,,Support Centres and Units
1865,Bellevue Heights PS Intensive English Lang Centre,"c/- Bellevue Heights PS, 7-19 Vaucluse Crescent, Bellevue Heights SA 5050","7-19 Vaucluse Crescent, Bellevue Heights SA 5050",dl.1136.Admin@schools.sa.edu.au,(08) 8278 7182,(08) 8370 2671,Mr Vince Mulkerin,,,Support Centres and Units
5960,Better Behaviour Centre Elizabeth East,,"15 Dolphin Street, Elizabeth East SA 5112",,(08) 8255 2262,(08) 8212 0454,Ms Wendy Jolley,,,Support Centres and Units
5959,Better Behaviour Centre Huntfield Heights,,"78 Melsetter Road, Huntfield Heights SA 5163",,(08) 8384 5300,,Mr Marty Czerwinski,,,Support Centres and Units
5961,Better Behaviour Centre Murray Bridge,,"Lohmann Street, Murray Bridge SA 5253",,(08) 8532 1788,,Ms Jade Pearson & Ms Kimberley Rathjen,,,Support Centres and Units
5962,Better Behaviour Centre Port Lincoln,,"Ruskin Road, Port Lincoln SA 5606",,(08) 8682 5171,,Mr Craig Akehurst & Mr John Maratos,,,Support Centres and Units
5958,Better Behaviour Centre Salisbury Downs,,"39 Paramount Road, Salisbury Downs SA 5108",,(08) 8283 0157,,Mr Josh Talbot-Smith,,,Support Centres and Units
5957,Better Behaviour Centre Woodville,,"Evans Street, Woodville South SA 5011",,(08) 8345 5800,,Ms Gillian Mann,,,Support Centres and Units
1895,Blair Athol North School B-7 Int Eng Lang Centre,"c/- Blair Athol North School B-7, Marmion Avenue, Blair Athol SA 5084","Marmion Avenue, Blair Athol SA 5084",dl.1903.Admin@schools.sa.edu.au,(08) 8168 0700,(08) 8168 0777,Ms Lee Sansom,,,Support Centres and Units
1435,Botanic Gardens of Adelaide - Educ Service,"GPO Box 1047, Adelaide SA 5001","North Terrace, Adelaide SA 5000",DEWNRBGSchools@sa.gov.au,(08) 8222 9344,(08) 8222 9399,Mr Michael Yeo,,,Support Centres and Units
1892,Clovelly Park PS Intensive English Lang Centre,"c/- Clovelly Park PS, 1 Renown Place, Clovelly Park SA 5042","1 Renown Place, Clovelly Park SA 5042",dl.0932.Admin@schools.sa.edu.au,(08) 8276 5366,(08) 8374 3301,Mr Mike Clark,,,Support Centres and Units
6817,Cowandilla Learning Centre,,"14 Brooker Terrace, Cowandilla SA 5033",,(08) 8238 9600,(08) 8234 2917,Mr Alan Barrie,,,Support Centres and Units
1894,Cowandilla PS Intensive English Lang Centre,"c/- Cowandilla PS, 21 Jenkins Street, Cowandilla SA 5033","21 Jenkins Street, Cowandilla SA 5033",dl.0106.Admin@schools.sa.edu.au,(08) 8443 7800,(08) 8234 2445,Ms Julie Hayes,,,Support Centres and Units
7456,CSIRO Education,,"Education Development Centre, Milner Street, Hindmarsh SA 5007",,(08) 8463 5920,(08) 8463 5916,Mr Bill Flynn,,,Support Centres and Units
1911,Darlington PS Intensive English Lang Centre,"c/- Darlington PS, 9-11 White Crescent, Seacombe Gardens SA 5047","9-11 White Crescent, Seacombe Gardens SA 5047",dl.0666.Admin@schools.sa.edu.au,(08) 8296 3318,(08) 8298 3672,Ms Claire Loades,,,Support Centres and Units
1475,Daws Road Centre,,"141 Daws Road, St Marys SA 5042",dl.1475.info@schools.sa.edu.au,(08) 8277 6504,(08) 8276 1784,Ms Louise Gowers,,,Support Centres and Units
1896,East Torrens PS Intensive English Lang Centre,"c/- East Torrens PS, 12 Robson Road, Hectorville SA 5073","12 Robson Road, Hectorville SA 5073",dl.0971.Admin@schools.sa.edu.au,(08) 8337 1411,(08) 8337 7243,Mrs Gael Little,,,Support Centres and Units
1909,Elizabeth Downs PS Intensive English Lang Centre,"c/- Elizabeth Downs PS, Heard Street, Elizabeth Downs SA 5113","Heard Street, Elizabeth Downs SA 5113",dl.0947.Admin@schools.sa.edu.au,(08) 8255 2726,(08) 8287 0192,Ms Meredith Starkey,,,Support Centres and Units
1897,Elizabeth Vale PS Intensive English Lang Centre,"c/- Elizabeth Vale PS, Rollison Road, Elizabeth Vale SA 5112","Rollison Road, Elizabeth Vale SA 5112",dl.0949.Admin@schools.sa.edu.au,(08) 8255 1307,(08) 8287 1563,Ms Jules Murphy,,,Support Centres and Units
1874,Gilles Street PS Intensive English Lang Centre,"c/- Gilles Street PS, 91 Gilles Street, Adelaide SA 5000","91 Gilles Street, Adelaide SA 5000",dl.0120.Admin@schools.sa.edu.au,(08) 8223 5184,(08) 8223 7114,Ms Deb O'Neill,,,Support Centres and Units
1910,Hampstead PS Intensive English Lang Centre,"c/- Hampstead PS, Muller Road, Greenacres SA 5086","38-56 Muller Road, Greenacres SA 5086",dl.0689.Admin@schools.sa.edu.au,(08) 8261 2248,(08) 8266 1643,Ms Joy Keddie,,,Support Centres and Units
1016,Hospital School South Australia,,"72 King William Road, North Adelaide SA 5006",HSSA.info403@schools.sa.edu.au,(08) 8226 3436,(08) 8161 6047,Ms Margot McDougall,,,Support Centres and Units
,Access for Learning,"c/-Windsor Gardens B-12, McKay Avenue, Windsor Gardens SA 5087","McKay Avenue, Windsor Gardens SA 5087",,0417 621 351,,Ms Mel Cooke,,,Support Centres and Units
,Hospital School SA - Flinders Medical Centre,,"Pediatric Unit, Flinders Medical Centre, Flinders Drive, Bedford Park SA 5042",,(08) 8204 5418,(08) 8357 6328,Ms Margot McDougall,,,Support Centres and Units
,Hospital School SA - Women's & Children's Hospital,,"72 King William Road, North Adelaide SA 5006",,(08) 8161 7262,(08) 8161 6047,Ms Margot McDougall,,,Support Centres and Units
1866,Ingle Farm PS Intensive English Lang Centre,"PO Box 423, Ingle Farm SA 5098","2 Belalie Road, Ingle Farm SA 5098",dl.1162.Admin@schools.sa.edu.au,(08) 8262 4864,(08) 8349 7837,Ms Vanessa Mortimer,,,Support Centres and Units
5868,Instrumental Music APY Lands,"PMB 63, via Alice Springs, Alice Springs Private Bags NT 0872",Ernabella SA 0872,dl.1034.Admin@schools.sa.edu.au,(08) 8956 2977,(08) 8956 2930,Ms Sharon Burgess,,,Support Centres and Units
5857,Instrumental Music Belair Primary School,,"45-83 Main Road, Belair SA 5052",dl.0524.Admin@schools.sa.edu.au,(08) 8370 3733,(08) 8370 2651,Ms Susan Copeland,,,Support Centres and Units
5856,Instrumental Music Berri Primary School,,"11 Sultana Street, Berri SA 5343",dl.0532.Admin@schools.sa.edu.au,(08) 8582 1077,(08) 8582 3206,Ms Judith Howie,,,Support Centres and Units
5855,Instrumental Music Brighton Secondary School,,"305 Brighton Road, North Brighton SA 5048",dl.0803.Admin@schools.sa.edu.au,(08) 8375 8200,(08) 8296 0949,Ms Olivia O'Neill,,,Support Centres and Units
5854,Instrumental Music Hendon Primary School,,"Cedar Avenue, Royal Park SA 5014",dl.0670.Admin@schools.sa.edu.au,(08) 8345 3190,(08) 8445 1493,Ms Sue Mittiga,,,Support Centres and Units
5852,Instrumental Music Kadina Memorial School,"PO Box 346, Kadina SA 5554","5 Doswell Terrace, Kadina SA 5554",dl.0778.Admin@schools.sa.edu.au,(08) 8821 0100,(08) 8821 1058,Mr Dean Angus,,,Support Centres and Units
5851,Instrumental Music Magill School,,"Adelaide Street, Magill SA 5072",dl.1213.Admin@schools.sa.edu.au,(08) 8331 9422,(08) 8431 5572,Ms Di Fletcher,,,Support Centres and Units
5850,Instrumental Music Marryatville High School,"PO Box 196, Marryatville SA 5068","170 Kensington Road, Marryatville SA 5068",dl.0817.Admin@schools.sa.edu.au,(08) 8304 8420,(08) 8332 3228,Mr Mark Leahy,,,Support Centres and Units
5853,Instrumental Music Modbury High School,,"62 Pompoota Road, Modbury SA 5092",dl.0964.Admin@schools.sa.edu.au,(08) 8264 1955,(08) 8263 0316,Mr Martin Rumsby,,,Support Centres and Units
5858,Instrumental Music Mount Gambier North PS,,"Heath Street, Mount Gambier SA 5290",dl.0953.Admin@schools.sa.edu.au,(08) 8725 2824,(08) 8725 0029,Ms Jane Turner,,,Support Centres and Units
5859,Instrumental Music Murray Bridge High School,"PO Box 1584, Murray Bridge SA 5253","Lohmann Street, Murray Bridge SA 5253",dl.0785.Admin@schools.sa.edu.au,(08) 8531 9500,(08) 8531 9595,Mr Jim Michalanney,,,Support Centres and Units
5860,Instrumental Music Nuriootpa High School,,"Penrice Road, Nuriootpa SA 5355",dl.0788.Admin@schools.sa.edu.au,(08) 8562 2022,(08) 8562 1029,Mr Neil White,,,Support Centres and Units
5861,Instrumental Music Open Access College,,"1-37 Marden Road, Marden SA 5070",dl.0849.Admin@schools.sa.edu.au,(08) 8309 3500,(08) 8362 0045,Ms Julie Taylor,,,Support Centres and Units
5862,Instrumental Music Playford International College,"PO Box 196, Elizabeth SA 5112","Philip Highway, Elizabeth SA 5112",dl.0910.Admin@schools.sa.edu.au,(08) 8255 7566,(08) 8287 1113,Mr Rob Knight,,,Support Centres and Units
5863,Instrumental Music Port Lincoln High School,"PO Box 30A, Port Lincoln SA 5606","Ruskin Road, Port Lincoln SA 5606",dl.0791.Admin@schools.sa.edu.au,(08) 8683 6000,(08) 8682 6692,Mr Greg Barry,,,Support Centres and Units
5864,Instrumental Music Reynella East College,,"63 Malbeck Drive, Reynella East SA 5161",dl.1907.Admin@schools.sa.edu.au,(08) 8329 2300,(08) 8329 2319,Ms Caroline Green,,,Support Centres and Units
5865,Instrumental Music Seaford Secondary College,,"Lynton Terrace, Seaford SA 5169",dl.0641.Admin@schools.sa.edu.au,(08) 8327 5200,(08) 8327 5244,Mr Harry Stassinopoulos,,,Support Centres and Units
5866,Instrumental Music Whyalla High School,,"Broadbent Terrace, Whyalla SA 5600",dl.0822.Admin@schools.sa.edu.au,(08) 8645 8844,(08) 8645 0057,Mr Graham Clark,,,Support Centres and Units
5867,Instrumental Music Woodville High School,,"11 Actil Avenue, St Clair SA 5011",dl.0801.Admin@schools.sa.edu.au,(08) 8445 9833,(08) 8445 7863,Ms Meredith Edwards,,,Support Centres and Units
7776,Instrumental Music Service - North,,"2 Hay Street, Klemzig SA 5087",DECD.musicprograms@sa.gov.au,(08) 8261 8988,(08) 8261 7966,Mr Matthew Delany,,,Support Centres and Units
7989,Instrumental Music Service - Port Augusta,,"Rupert Street, Port Augusta SA 5700",,(08) 8642 3598,(08) 8642 5761,Ms Frances Dennis,,,Support Centres and Units
7779,Instrumental Music Service - South,"PO Box 350, Morphett Vale SA 5162","Lawrence Street, Morphett Vale SA 5162",,(08) 8392 3800,(08) 8392 3899,Mr Ian Russell,,,Support Centres and Units
1950,Kilkenny PS Intensive English Lang Centre,"c/- Kilkenny PS, Jane Street, West Croydon SA 5008","Jane Street, West Croydon SA 5008",dl.0207.Admin@schools.sa.edu.au,(08) 8345 4138,(08) 8445 8206,Mr Peter Dunstan,,,Support Centres and Units
7138,Learning at the Gallery,,"North Terrace, Adelaide SA 5000",,(08) 8207 7036,(08) 8207 7070,Mr Mark Fischer,,,Support Centres and Units
7651,Migration Museum - Education Service,,"82 Kintore Avenue, Adelaide SA 5000",Rosa.Garcia332@schools.sa.edu.au,(08) 8207 7580,(08) 8207 7591,Ms Rosa Garcia,,,Support Centres and Units
1912,Mount Gambier High School New Arrivals Program,"c/- Mount Gambier High School, Brownes Road, Mount Gambier SA 5290","Brownes Road, Mount Gambier SA 5290",dl.0784.Admin@schools.sa.edu.au,(08) 8725 6244,(08) 8723 0441,Mr Chris Edmonds,,,Support Centres and Units
1905,Mount Gambier Nth PS Intensive English Lang Centre,"c/- Mt Gambier North PS, Heath Street, Mount Gambier SA 5290","Heath Street, Mount Gambier SA 5290",dl.0953.Admin@schools.sa.edu.au,(08) 8725 2824,(08) 8725 0029,Ms Jane Turner,,,Support Centres and Units
7662,Nature Education Centre,,"505 Fullarton Road, Netherby SA 5062",info.Nature908@schools.sa.edu.au,(08) 8357 3413,,Ms Sally Nance,,,Support Centres and Units
7652,Outreach Education,"GPO Box 1152, Adelaide SA 5001","Education Centre, 31 Flinders Street, Adelaide SA 5000",,(08) 8226 7394,,Ms Bronwyn Sugars,,,Support Centres and Units
7612,Parliament House - Education Service,,"Parliament House, North Terrace, Adelaide SA 5000",penny.cavanagh@parliament.sa.gov.au,(08) 8237 9386,(08) 8212 5792,Ms Penny Cavanagh,,,Support Centres and Units
1870,Pennington R-7 School Intensive English Lang Cent,"c/- Pennington School R-7, Butler Avenue, Pennington SA 5013","Butler Avenue, Pennington SA 5013",dl.0337.info@schools.sa.edu.au,(08) 8447 1933,(08) 8447 5575,Ms Georgina Grinsted,,,Support Centres and Units
7030,Primary Schools Music Festival Support Service,,"28 Hay Street, Klemzig SA 5087",office.psmf799@schools.sa.edu.auæ,(08) 8261 0900,(08) 8261 9799,Ms Suzanne Rogers,,,Support Centres and Units
1388,Prospect Centre,,"114 Main North Road, Prospect SA 5082",tom.clarke@sa.gov.au,(08) 8344 6508,(08) 8344 1738,Mr Tom Clarke,,,Support Centres and Units
8247,Pukatja Family Wellbeing Centre,,Ernabella SA 0872,,,,Ernabella SA 0872,,,Support Centres and Units
7873,Reading Recovery Centre,,"Barretts Road, Clapham SA 5062",,(08) 8226 1602,(08) 8204 9930,Kerry Bourke,,,Support Centres and Units
1893,Richmond PS Intensive English Lang Centre,"c/- Richmond PS, 8 Surrey Road, Keswick SA 5035","8 Surrey Road, Keswick SA 5035",dl.0381.Admin@schools.sa.edu.au,(08) 8293 1863,(08) 8297 1782,Tracey Davies,,,Support Centres and Units
7624,SA Law Courts - Education Service,"Adelaide Magistrates Court, Adelaide SA 5000","260-280 Victoria Square, Adelaide SA 5000",,(08) 8204 0452,,Mr Peter Cavouras,,,Support Centres and Units
1832,SA Maritime Museum - Education Service,,"119 Lipson Street, Port Adelaide SA 5015",,(08) 8207 6255,(08) 8207 6266,Ms Colleen Deceukelaire,,,Support Centres and Units
7139,SA Museum - Education Service,,"North Terrace, Adelaide SA 5000",simon.langford@sa.gov.au,(08) 8207 7427,(08) 8207 7430,Karen Hogan,,,Support Centres and Units
7921,SA Water - Education Service,,"Level 3   250 Victoria Square, Adelaide SA 5000",,(08) 7424 2509,(08) 7003 2509,Mr Simon Langsford,,,Support Centres and Units
1867,Salisbury North R-7 Intensive English Lang Centre,"c/- Salisbury North R-7 School, 38 Bagster Road, Salisbury North SA 5108","38 Bagster Road, Salisbury North SA 5108",dl.0664.Admin@schools.sa.edu.au,(08) 8258 1519,(08) 8281 5862,Ms Collette Bos,,,Support Centres and Units
7645,Southern Learning Centre,,"Mander Road, Christie Downs SA 5164",Chris.Hercock879@schools.sa.edu.au,(08) 8186 4175,(08) 8186 4182,Mr Andrew Smart,,,Support Centres and Units
1409,Special Education Resource Unit,,"72A Marlborough Street, Henley Beach SA 5022",admin@seru.sa.edu.au,(08) 8235 2871,(08) 8235 1907,Ms Ingrid Alderton,,,Support Centres and Units
,Communication & Language Disorder Support Service,,"72A Marlborough Street, Henley Beach SA 5022",,(08) 8235 2871,(08) 8235 1907,Ms Ingrid Alderton,,,Support Centres and Units
7654,Tandanya National Aboriginal Cultural Inst,,"253 Grenfell Street, Adelaide SA 5000",,(08) 8224 3200,,,,,Support Centres and Units
7132,The Independent Learning Centre,,"5 Percy Street, Mount Gambier SA 5290",,(08) 8723 0121,(08) 8723 3522,Mr David Burt,,,Support Centres and Units
1899,The Pines R-7 Intensive English Lang Centre,"c/- The Pines Primary School, 42 Andrew Smith Drive, Parafield Gardens SA 5107","42 Andrew Smith Drive, Parafield Gardens SA 5107",dl.1777.Admin@schools.sa.edu.au,(08) 8281 2199,(08) 8281 5858,Mrs Cherie Collings,,,Support Centres and Units
1868,Thebarton Senior College New Arrivals Program,"c/- Thebarton Senior College, 40 Ashley Street, Torrensville SA 5031","Ashley Street, Torrensville SA 5031",dl.0810.Admin@schools.sa.edu.au,(08) 8159 3100,(08) 8234 2467,Ms Eva Kannis-Torry,,,Support Centres and Units
7924,Urrbrae Wetland - Education Service,"c/- Urrbrae Agricultural HS, 505 Fullarton Road, Netherby SA 5062","Cross Road, Netherby SA 5062",,(08) 8272 6010,(08) 8272 6010,Ms Ann-Louise George,,,Support Centres and Units
7622,Warradale Urban Camp School,"c/- Warradale Primary School, Keynes Ave, Warradale SA 5046","370 Morphett Road, Warradale SA 5046",warradale@adelaide.on.net,(08) 8296 2678,(08) 8296 7418,Mr Greg Graham,,,Support Centres and Units
1551,Wiltja Program,,"11 Actil Avenue, St Clair SA 5011",wiltja@senet.com.au,(08) 8347 1520,(08) 8347 3896,Ms Ashley Dorr,,,Support Centres and Units
7808,Wiltja Residential Program,,"111-125 Folland Avenue, Northgate SA 5085",Ashley.Dorr27@schools.sa.edu.au,(08) 8359 4620,(08) 8359 4621,Mr Anthony Bennett,,,Support Centres and Units
1390,Zoos SA - Education,,"Frome Road, Adelaide SA 5000",azes@zoossa.com.au,(08) 8230 1261,(08) 8239 1329,Mr Johnathon Noble,,,Support Centres and Units
,,,,,,,,,,
5460,Accademia Di Montessori Preschool - Newton,,"77 Newton Road, Newton SA 5074",kerry@accademiadimontessori.com.au,(08) 7231 0178,,Kerry Black,,,Non Government Preschool Providers
5492,Accademia Di Montessori Preschool - West Croydon,,"68 Day Terrace, West Croydon SA 5008",kerry@accademiadimontessori.com.au,(08) 7231 0178,,Kerry Black,,,Non Government Preschool Providers
5720,Adelaide Campus Children's Centre,"c/- University of Adelaide, University of Adelaide SA 5005","via Gate 13 Kintore Ave, University of Adelaide SA 5005",childcare@adelaide.edu.au,(08) 8313 5429,(08) 8303 4404,Ms Vivian Ocampo,,,Non Government Preschool Providers
5374,Angaston Child Care & Early Learning Centre,,"Lot 422 Valley Road, Angaston SA 5353",angastonccc@optusnet.com.au,(08) 8564 3387,(08) 8564 3398,Ms Elizabeth McNally,,,Non Government Preschool Providers
4159,Annesley Early Learning Centre,,"28 Rose Terrace, Wayville SA 5034",enquiries@annesley.sa.edu.au,(08) 8422 2288,(08) 8422 2284,Ms Donna Nicole,,,Non Government Preschool Providers
6864,Babthorpe Montessori Pre-school,,"322 Portrush Road, Marryatville SA 5068",babthorpe@samontessori.com.au,(08) 8331 2509,(08) 8333 2906,Ms Kylie Kennewell,,,Non Government Preschool Providers
4756,Blackwood Community Child Care Centre,,"5 Brighton Parade, Blackwood SA 5051",bcccc@senet.com.au,(08) 8278 7271,(08) 8278 9510,Ms Janine McLoughlin,,,Non Government Preschool Providers
5292,Blue Skies Child Care Centre,,"17 Famechon Crescent, Modbury North SA 5092",blueskies@senet.com.au,(08) 8395 8577,(08) 8395 8577,Mr Andrew Turner,,,Non Government Preschool Providers
5729,Brompton Children's Centre Inc,,"1 Wattle Street, Brompton SA 5007",brompcc@adam.com.au,(08) 8346 6507,(08) 8346 8919,Ms Shareena DeVries,,,Non Government Preschool Providers
5461,Brooklyn Park Private Kindergarten,"178 Anzac Highway, Glandore SA 5037","21 Lipsett Terrace, Brooklyn Park SA 5032",kjmahony@bigpond.com,(08) 8293 6744,,Ms Kerry Mahony,,,Non Government Preschool Providers
3614,Calvary Kindergarten,,"5 Windsong Court, Morphett Vale SA 5162",calvarykindy@tpg.com.au,(08) 8382 8057,(08) 8326 8271,Mrs Tania Fragnito,,,Non Government Preschool Providers
4725,Campbelltown Community Children's Ctr Child Care,,"163A Montacute Road, Newton SA 5074",m.cardillo@campbelltownccc.com.au,(08) 8336 2100,(08) 8336 9256,Ms Monika Cardillo,,,Non Government Preschool Providers
5279,Cedars Montessori Pre-school,,"52 Oxford Terrace, Unley SA 5061",cedarsmontessori@hotmail.com,(08) 8373 4599,,Mrs Barbara Nache,,,Non Government Preschool Providers
3030,Chancery Lane Montessori Preschool,,"21 Chancery Lane, Adelaide SA 5000",chancerylane@bigpond.com,(08) 8223 7323,(08) 8223 3260,Ms Stephanie Bamber,,,Non Government Preschool Providers
5289,Children's Educational Care Centre (SA) Pty Ltd,,"531-533 Glynburn Road, Hazelwood Park SA 5066",director@cechildcare.com.au,(08) 8364 5466,(08) 8364 5466,Ms Sarah Causer,,,Non Government Preschool Providers
5747,Christian Brother's College Community Children's C,"PO Box 2707, Adelaide SA 5000","178 East Terrace, Adelaide SA 5000",cbcccc@bigpond.com,(08) 8223 5469,(08) 8223 7803,Ms Melanie Garland,,,Non Government Preschool Providers
